ID (do not edit),Content type,Element type,Source language (EN),Target language (IT)
"{""contentId"":""469a3ae0-52db-401f-b53b-3d4c1c00762d"",""fieldId"":""description1"",""sequencePath"":[]}",TEXT,RentALL,"The building offers 24/7 concierge, direct access to the waterfront promenade, and one of the most prestigious locations in Monaco.","Das Gebäude bietet einen Concierge rund um die Uhr, direkten Zugang zur Uferpromenade und eine der prestigeträchtigsten Lagen in Monaco."
"{""contentId"":""469a3ae0-52db-401f-b53b-3d4c1c00762d"",""fieldId"":""architecturalConcept"",""sequencePath"":[]}",TEXT,RentALL,Prestigious 1970s architecture with modernized interiors and iconic seafront location,Prestigeträchtige Architektur aus den 1970er Jahren mit modernisierten Innenräumen und ikonischer Lage direkt am Meer
"{""contentId"":""469a3ae0-52db-401f-b53b-3d4c1c00762d"",""fieldId"":""servicesAmenities"",""sequencePath"":[]}",TEXT,RentALL,"Concierge, direct beach access, renovated lobby","Concierge, direkter Zugang zum Strand, renovierte Lobby"
"{""contentId"":""469a3ae0-52db-401f-b53b-3d4c1c00762d"",""fieldId"":""2Description"",""sequencePath"":[]}",TEXT,RentALL,"Each unit benefits from generous terraces, expansive living areas, and floor-to-ceiling glass that floods the space with natural light. Renovations often include Italian marble, custom carpentry, and smart lighting.","Jede Einheit profitiert von großzügigen Terrassen, weitläufigen Wohnbereichen und raumhohen Glasflächen, die den Raum mit natürlichem Licht durchfluten. Bei Renovierungen werden häufig italienischer Marmor, maßgeschneiderte Tischlereiarbeiten und intelligente Beleuchtung eingesetzt."
"{""contentId"":""469a3ae0-52db-401f-b53b-3d4c1c00762d"",""fieldId"":""listingTitle"",""sequencePath"":[]}",TEXT,RentALL,Résidence Le Roccabella,Residenz Le Roccabella
"{""contentId"":""469a3ae0-52db-401f-b53b-3d4c1c00762d"",""fieldId"":""price2"",""sequencePath"":[]}",TEXT,RentALL,,
"{""contentId"":""469a3ae0-52db-401f-b53b-3d4c1c00762d"",""fieldId"":""livingSpace"",""sequencePath"":[]}",TEXT,RentALL,100 m² to 450 m²,100 m² bis 450 m²
"{""contentId"":""469a3ae0-52db-401f-b53b-3d4c1c00762d"",""fieldId"":""price21"",""sequencePath"":[]}",TEXT,RentALL,,
"{""contentId"":""469a3ae0-52db-401f-b53b-3d4c1c00762d"",""fieldId"":""district"",""sequencePath"":[]}",TEXT,RentALL,Larvotto,Larvotto
"{""contentId"":""469a3ae0-52db-401f-b53b-3d4c1c00762d"",""fieldId"":""numberOfResidences"",""sequencePath"":[]}",TEXT,RentALL,Approx. 80 apartments,Ca. 80 Wohnungen
"{""contentId"":""469a3ae0-52db-401f-b53b-3d4c1c00762d"",""fieldId"":""eigenschaftTitel"",""sequencePath"":[]}",TEXT,RentALL,Uncompromising Living with a Riviera Pulse,Kompromissloses Leben mit Riviera-Puls
"{""contentId"":""4d7cec05-de9b-437f-bcbb-bd1ee2ab05a7"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}",TEXT,wysiwyg.viewer.components.WRichText,"<p class=""font_8""><span>Living space</span></p>","<p class=""font_8""><span>Wohnfläche</span></p>"
"{""contentId"":""462eed03-290e-4472-a98a-2713cede0eb8"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}",TEXT,wysiwyg.viewer.components.WRichText,"<h4 class=""font_2"">It&rsquo;s not just a feeling&mdash;it could be your home.</h4>","<h4 class=""font_2"">Es&rsquo;ist nicht nur ein Gefühl&mdash;es könnte Ihr Zuhause sein.</h4>"
"{""contentId"":""57c13231-deb0-49cf-abc2-442afeec7da5"",""fieldId"":""bedrooms"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,"<p class=""font_8"">2 - 6</p>","<p class=""font_8"">2 - 6</p>"
"{""contentId"":""57c13231-deb0-49cf-abc2-442afeec7da5"",""fieldId"":""1MetaDescription"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,"L’Exotique is a new ultra-luxury residence above Monaco’s coastline, delivering elevated living with expansive terraces and panoramic sea views.",L’Exotique ist eine neue Luxusresidenz oberhalb der Küste von Monaco und bietet gehobenes Wohnen mit weitläufigen Terrassen und Panoramablick auf das Meer.
"{""contentId"":""57c13231-deb0-49cf-abc2-442afeec7da5"",""fieldId"":""parkingFacilities"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,Private underground garages with direct elevator access,Private Tiefgaragen mit direktem Aufzugszugang
"{""contentId"":""57c13231-deb0-49cf-abc2-442afeec7da5"",""fieldId"":""bedroomsFeatures"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,2 to 6 bedrooms; expansive sea-view terraces; high ceilings; floor-to-ceiling windows,2 bis 6 Schlafzimmer; weitläufige Terrassen mit Meerblick; hohe Decken; raumhohe Fenster
"{""contentId"":""57c13231-deb0-49cf-abc2-442afeec7da5"",""fieldId"":""description"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,L’Exotique is the crown jewel of Jardin Exotique – a newly developed ultra-luxury residence offering elevated living above Monaco’s dramatic coastline.,"L’Exotique ist das Kronjuwel des Jardin Exotique – eine neu entwickelte Luxusresidenz, die gehobenes Wohnen oberhalb der dramatischen Küste Monacos bietet."
"{""contentId"":""57c13231-deb0-49cf-abc2-442afeec7da5"",""fieldId"":""description1"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,"Residents enjoy panoramic sea views, lush gardens, and private access to a wellness spa, pool, hammam, and fitness center. A secure, serene escape just minutes from Monaco’s city center.","Die Bewohner genießen einen Panoramablick auf das Meer, üppige Gärten und privaten Zugang zu einem Wellness-Spa, einem Pool, einem Hamam und einem Fitnesscenter. Ein sicherer, ruhiger Zufluchtsort, nur wenige Minuten vom Stadtzentrum von Monaco entfernt."
"{""contentId"":""57c13231-deb0-49cf-abc2-442afeec7da5"",""fieldId"":""altText"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,L’Exotique Monaco modern terraced residence with lush gardens and Mediterranean views,Moderne Reihenresidenz „L’Exotique Monaco“ mit üppigen Gärten und Blick auf das Mittelmeer
"{""contentId"":""57c13231-deb0-49cf-abc2-442afeec7da5"",""fieldId"":""architecturalConcept"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,"Organic Mediterranean minimalism integrated into the cliffside, designed for unobstructed views and natural ventilation","Organischer mediterraner Minimalismus, integriert in die Klippe, entworfen für freie Aussicht und natürliche Belüftung"
"{""contentId"":""57c13231-deb0-49cf-abc2-442afeec7da5"",""fieldId"":""servicesAmenities"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,"24/7 concierge, wellness spa, hammam, indoor pool, gym, landscaped gardens","Concierge rund um die Uhr, Wellness-Spa, Hamam, Innenpool, Fitnessstudio, angelegte Gärten"
"{""contentId"":""57c13231-deb0-49cf-abc2-442afeec7da5"",""fieldId"":""2Description"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,"Designed by renowned architect Rudy Ricciotti, the building showcases curvilinear forms, natural stone finishes, and expansive terraces that blur the line between indoor and outdoor living.","Das vom renommierten Architekten Rudy Ricciotti entworfene Gebäude zeichnet sich durch geschwungene Formen, Natursteinoberflächen und weitläufige Terrassen aus, die die Grenze zwischen Innen- und Außenleben verwischen."
"{""contentId"":""57c13231-deb0-49cf-abc2-442afeec7da5"",""fieldId"":""listingTitle"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,L’Exotique,L’Exotique
"{""contentId"":""57c13231-deb0-49cf-abc2-442afeec7da5"",""fieldId"":""price2"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,"<p class=""font_8"">12.400.000,00&nbsp;€</p>","<p class=""font_8"">12.400.000,00&nbsp;€</p>"
"{""contentId"":""57c13231-deb0-49cf-abc2-442afeec7da5"",""fieldId"":""livingSpace"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,110 m² to over 700 m²,110 m² bis über 700 m²
"{""contentId"":""57c13231-deb0-49cf-abc2-442afeec7da5"",""fieldId"":""altText1"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,Sea view from L’Exotique Monaco residence overlooking Monaco harbour and coastline,Meerblick von der Residenz L’Exotique Monaco mit Blick auf den Hafen und die Küste von Monaco
"{""contentId"":""57c13231-deb0-49cf-abc2-442afeec7da5"",""fieldId"":""district"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,Jardin Exotique,Jardin Exotique
"{""contentId"":""57c13231-deb0-49cf-abc2-442afeec7da5"",""fieldId"":""altText2"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,L’Exotique Monaco building with cascading terraces and greenery in Exotic Garden district,L’Exotique Monaco-Gebäude mit kaskadenförmigen Terrassen und viel Grün im Viertel Exotic Garden
"{""contentId"":""57c13231-deb0-49cf-abc2-442afeec7da5"",""fieldId"":""priceRent"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,"<p class=""font_8"">Price on request</p>","<p class=""font_8"">Preis auf Anfrage</p>"
"{""contentId"":""57c13231-deb0-49cf-abc2-442afeec7da5"",""fieldId"":""numberOfResidences"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,66 exclusive apartments and penthouses,66 exklusive Wohnungen und Penthäuser
"{""contentId"":""57c13231-deb0-49cf-abc2-442afeec7da5"",""fieldId"":""eigenschaftTitel"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,Iconic Cliffside Living Above the Riviera,Ikonisches Wohnen an den Klippen oberhalb der Riviera
"{""contentId"":""519e3158-80b6-4cc7-852c-6be4b595e249"",""fieldId"":""bedrooms"",""sequencePath"":[]}",TEXT,RentALL,,
"{""contentId"":""519e3158-80b6-4cc7-852c-6be4b595e249"",""fieldId"":""parkingFacilities"",""sequencePath"":[]}",TEXT,RentALL,Resident-only parking options nearby,Parkmöglichkeiten nur für Anwohner in der Nähe
"{""contentId"":""519e3158-80b6-4cc7-852c-6be4b595e249"",""fieldId"":""bedroomsFeatures"",""sequencePath"":[]}",TEXT,RentALL,2 to 4 bedrooms; exposed beams; balconies,2 bis 4 Schlafzimmer; freiliegende Balken; Balkone
"{""contentId"":""519e3158-80b6-4cc7-852c-6be4b595e249"",""fieldId"":""description"",""sequencePath"":[]}",TEXT,RentALL,"Maison Bellevue is a discreet and elegant residence nestled along the ramparts of Monaco-Ville, offering sweeping views of Fontvieille and the sea.",Maison Bellevue ist eine diskrete und elegante Residenz entlang der Stadtmauer von Monaco-Ville und bietet einen atemberaubenden Blick auf Fontvieille und das Meer.
"{""contentId"":""519e3158-80b6-4cc7-852c-6be4b595e249"",""fieldId"":""description1"",""sequencePath"":[]}",TEXT,RentALL,"Favored by dignitaries and scholars, the home offers a rare combination of old-world charm and modern upgrades in Monaco’s most protected zone.",Das von Würdenträgern und Gelehrten beliebte Haus bietet eine seltene Kombination aus Charme der alten Welt und modernen Verbesserungen in Monacos am besten geschützter Zone.
"{""contentId"":""519e3158-80b6-4cc7-852c-6be4b595e249"",""fieldId"":""architecturalConcept"",""sequencePath"":[]}",TEXT,RentALL,Classic Monaco townhouse reimagined for modern living,"Klassisches Stadthaus in Monaco, neu interpretiert für modernes Wohnen"
"{""contentId"":""519e3158-80b6-4cc7-852c-6be4b595e249"",""fieldId"":""servicesAmenities"",""sequencePath"":[]}",TEXT,RentALL,"Historic charm, upgraded kitchens, protected zone status","Historischer Charme, modernisierte Küchen, Schutzgebietsstatus"
"{""contentId"":""519e3158-80b6-4cc7-852c-6be4b595e249"",""fieldId"":""2Description"",""sequencePath"":[]}",TEXT,RentALL,"With only a handful of units, each residence features vaulted ceilings, custom cabinetry, and balconies with panoramic vistas across the Principality.","Da es nur eine Handvoll Wohneinheiten gibt, verfügt jede Residenz über gewölbte Decken, maßgefertigte Möbel und Balkone mit Panoramablick über das Fürstentum."
"{""contentId"":""519e3158-80b6-4cc7-852c-6be4b595e249"",""fieldId"":""listingTitle"",""sequencePath"":[]}",TEXT,RentALL,Maison Bellevue,Maison Bellevue
"{""contentId"":""519e3158-80b6-4cc7-852c-6be4b595e249"",""fieldId"":""price2"",""sequencePath"":[]}",TEXT,RentALL,,
"{""contentId"":""519e3158-80b6-4cc7-852c-6be4b595e249"",""fieldId"":""livingSpace"",""sequencePath"":[]}",TEXT,RentALL,From 110 m² to 250 m²,Von 110 m² bis 250 m²
"{""contentId"":""519e3158-80b6-4cc7-852c-6be4b595e249"",""fieldId"":""price21"",""sequencePath"":[]}",TEXT,RentALL,,
"{""contentId"":""519e3158-80b6-4cc7-852c-6be4b595e249"",""fieldId"":""district"",""sequencePath"":[]}",TEXT,RentALL,Monaco-Ville,Monaco-Ville
"{""contentId"":""519e3158-80b6-4cc7-852c-6be4b595e249"",""fieldId"":""numberOfResidences"",""sequencePath"":[]}",TEXT,RentALL,5 units,5 Einheiten
"{""contentId"":""519e3158-80b6-4cc7-852c-6be4b595e249"",""fieldId"":""eigenschaftTitel"",""sequencePath"":[]}",TEXT,RentALL,Refined Seclusion Overlooking the Principality,Raffinierte Abgeschiedenheit mit Blick auf das Fürstentum
"{""contentId"":""31ffc01e-6617-47ea-9483-cecd5c14cf33"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}",TEXT,wysiwyg.viewer.components.WRichText,"<h2 class=""font_3"">Top 4 Residences Per District</h2>","<h2 class=""font_3"">Top 4 Residenzen pro Bezirk</h2>"
"{""contentId"":""3cbf24b8-1b94-447a-8946-618d33940c20"",""fieldId"":""compFeatures.imageX.data.image.uri"",""sequencePath"":[]}",TEXT,wixui.ImageX,280f0a_3219ffa626e1422081c1d6636922329d~mv2.png,280f0a_3219ffa626e1422081c1d6636922329d~mv2.png
"{""contentId"":""3cbf24b8-1b94-447a-8946-618d33940c20"",""fieldId"":""compFeatures.imageX.data.image.alt"",""sequencePath"":[]}",TEXT,wixui.ImageX,"Métropole Residence in Monte Carlo, elegant luxury apartments beside Hôtel Métropole in the Carré d’Or with palm trees in front.","Métropole Residence in Monte Carlo, elegante Luxusapartments neben dem Hôtel Métropole im Carré d’Or mit Palmen davor."
"{""contentId"":""4072ce57-c1de-4883-b6b2-694399b92561"",""fieldId"":""bedrooms"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,"<p class=""font_8"">2 - 3</p>","<p class=""font_8"">2 - 3</p>"
"{""contentId"":""4072ce57-c1de-4883-b6b2-694399b92561"",""fieldId"":""1MetaDescription"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,"Maison du Rocher is a historic stone property set on Monaco-Ville’s cliffs, offering absolute privacy and dramatic sea and port views.",Maison du Rocher ist ein historisches Steinanwesen auf den Klippen von Monaco-Ville und bietet absolute Privatsphäre sowie einen atemberaubenden Blick auf das Meer und den Hafen.
"{""contentId"":""4072ce57-c1de-4883-b6b2-694399b92561"",""fieldId"":""parkingFacilities"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,Nearby permit-based parking or garage option,Genehmigungspflichtiger Parkplatz oder Garage in der Nähe
"{""contentId"":""4072ce57-c1de-4883-b6b2-694399b92561"",""fieldId"":""bedroomsFeatures"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,2 to 3 bedrooms; panoramic terrace; traditional interiors,2 bis 3 Schlafzimmer; Panoramaterrasse; traditionelle Innenräume
"{""contentId"":""4072ce57-c1de-4883-b6b2-694399b92561"",""fieldId"":""description"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,"Maison du Rocher is a historic stone property nestled along the scenic cliffs of Monaco-Ville, offering absolute privacy and breathtaking views over the port and sea.",Maison du Rocher ist ein historisches Steinanwesen an den malerischen Klippen von Monaco-Ville und bietet absolute Privatsphäre und einen atemberaubenden Blick über den Hafen und das Meer.
"{""contentId"":""4072ce57-c1de-4883-b6b2-694399b92561"",""fieldId"":""description1"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,Perfect for discerning buyers who appreciate timeless architecture and value exclusivity within the royal quarter of Monaco.,"Perfekt für anspruchsvolle Käufer, die zeitlose Architektur schätzen und Wert auf Exklusivität im königlichen Viertel von Monaco legen."
"{""contentId"":""4072ce57-c1de-4883-b6b2-694399b92561"",""fieldId"":""altText"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,Video of Maison du Rocher Monaco historic home on the Rock with harbour panorama,Video des historischen Hauses Maison du Rocher Monaco auf dem Felsen mit Hafenpanorama
"{""contentId"":""4072ce57-c1de-4883-b6b2-694399b92561"",""fieldId"":""architecturalConcept"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,Medieval stone elegance with open sea views,Mittelalterliche Eleganz aus Stein mit offenem Meerblick
"{""contentId"":""4072ce57-c1de-4883-b6b2-694399b92561"",""fieldId"":""servicesAmenities"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,"Private entrance, scenic location, full renovation options","Privater Eingang, malerische Lage, umfassende Renovierungsmöglichkeiten"
"{""contentId"":""4072ce57-c1de-4883-b6b2-694399b92561"",""fieldId"":""2Description"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,"This rare property features original vaulted ceilings, Mediterranean tile work, and handcrafted shutters. Its elevated position ensures natural light all day long.","Dieses seltene Anwesen verfügt über originale Gewölbedecken, mediterrane Fliesenarbeiten und handgefertigte Fensterläden. Seine erhöhte Position sorgt den ganzen Tag über für natürliches Licht."
"{""contentId"":""4072ce57-c1de-4883-b6b2-694399b92561"",""fieldId"":""listingTitle"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,Maison du Rocher,Maison du Rocher
"{""contentId"":""4072ce57-c1de-4883-b6b2-694399b92561"",""fieldId"":""price2"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,"<p class=""font_8"">Price on request</p>","<p class=""font_8"">Preis auf Anfrage</p>"
"{""contentId"":""4072ce57-c1de-4883-b6b2-694399b92561"",""fieldId"":""livingSpace"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,Approx. 180 m²,Ca. 180 m²
"{""contentId"":""4072ce57-c1de-4883-b6b2-694399b92561"",""fieldId"":""altText1"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,View over Port Hercule from Maison du Rocher Monaco terrace,Blick über Port Hercule von der Terrasse des Maison du Rocher Monaco
"{""contentId"":""4072ce57-c1de-4883-b6b2-694399b92561"",""fieldId"":""district"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,Monaco-Ville,Monaco-Ville
"{""contentId"":""4072ce57-c1de-4883-b6b2-694399b92561"",""fieldId"":""altText2"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,Maison du Rocher Monaco stone walls and classic windows above the port,Steinmauern des Maison du Rocher Monaco und klassische Fenster über dem Hafen
"{""contentId"":""4072ce57-c1de-4883-b6b2-694399b92561"",""fieldId"":""priceRent"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,"<p class=""font_8"">Price on request</p>","<p class=""font_8"">Preis auf Anfrage</p>"
